concept:name,time:timestamp,case:concept:name
Request For Payment APPROVED by ADMINISTRATION,2018-04-16 17:15:36+00:00,request for payment 9261
Permit FINAL_APPROVED by SUPERVISOR,2018-04-17 05:03:04+00:00,request for payment 68294
Request For Payment SUBMITTED by EMPLOYEE,2018-04-17 05:22:59+00:00,request for payment 21589
Permit FINAL_APPROVED by SUPERVISOR,2018-04-17 06:31:05+00:00,request for payment 21611
Request Payment,2018-04-17 06:36:19+00:00,request for payment 41339
Permit FINAL_APPROVED by SUPERVISOR,2018-04-17 06:45:17+00:00,request for payment 13918
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-17 06:45:34+00:00,request for payment 13918
Request For Payment FINAL_APPROVED by DIRECTOR,2018-04-17 06:54:24+00:00,request for payment 25341
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-17 06:57:46+00:00,request for payment 9261
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-17 07:02:21+00:00,request for payment 9263
Request Payment,2018-04-17 07:07:23+00:00,request for payment 25341
Request Payment,2018-04-17 07:07:56+00:00,request for payment 24003
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-17 07:15:58+00:00,request for payment 41336
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-17 07:20:36+00:00,request for payment 185855
Request Payment,2018-04-17 07:54:43+00:00,request for payment 185855
Permit FINAL_APPROVED by SUPERVISOR,2018-04-17 08:14:23+00:00,request for payment 33378
Request Payment,2018-04-17 08:38:31+00:00,request for payment 46613
Request Payment,2018-04-17 08:57:07+00:00,request for payment 37049
Permit SUBMITTED by EMPLOYEE,2018-04-17 09:05:56+00:00,request for payment 15749
Permit SUBMITTED by EMPLOYEE,2018-04-17 09:05:56+00:00,request for payment 15747
Permit SUBMITTED by EMPLOYEE,2018-04-17 09:05:56+00:00,request for payment 15751
Permit APPROVED by ADMINISTRATION,2018-04-17 09:06:26+00:00,request for payment 15749
Permit APPROVED by ADMINISTRATION,2018-04-17 09:06:26+00:00,request for payment 15747
Permit APPROVED by ADMINISTRATION,2018-04-17 09:06:26+00:00,request for payment 15751
Request Payment,2018-04-17 09:08:16+00:00,request for payment 13918
Request For Payment SUBMITTED by EMPLOYEE,2018-04-17 09:44:17+00:00,request for payment 185926
Request For Payment REJECTED by ADMINISTRATION,2018-04-17 09:44:40+00:00,request for payment 185926
Request For Payment SUBMITTED by EMPLOYEE,2018-04-17 09:59:22+00:00,request for payment 49713
Request For Payment APPROVED by ADMINISTRATION,2018-04-17 09:59:32+00:00,request for payment 49713
Permit FINAL_APPROVED by SUPERVISOR,2018-04-17 11:57:10+00:00,request for payment 54699
Permit FINAL_APPROVED by SUPERVISOR,2018-04-17 11:57:10+00:00,request for payment 54702
Request For Payment APPROVED by BUDGET OWNER,2018-04-17 12:49:46+00:00,request for payment 22900
Request For Payment APPROVED by BUDGET OWNER,2018-04-17 13:13:47+00:00,request for payment 54702
Request For Payment REJECTED by EMPLOYEE,2018-04-17 13:15:22+00:00,request for payment 43304
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-17 13:16:12+00:00,request for payment 32422
Request For Payment REJECTED by EMPLOYEE,2018-04-17 13:17:24+00:00,request for payment 46948
Request For Payment SUBMITTED by EMPLOYEE,2018-04-17 13:32:27+00:00,request for payment 43304
Request For Payment SUBMITTED by EMPLOYEE,2018-04-17 14:05:50+00:00,request for payment 46948
Request For Payment APPROVED by ADMINISTRATION,2018-04-17 14:07:21+00:00,request for payment 46948
Request For Payment SUBMITTED by EMPLOYEE,2018-04-17 14:27:33+00:00,request for payment 186043
Request For Payment APPROVED by ADMINISTRATION,2018-04-17 14:27:38+00:00,request for payment 186043
Request For Payment SUBMITTED by EMPLOYEE,2018-04-17 14:54:10+00:00,request for payment 43402
Request For Payment APPROVED by ADMINISTRATION,2018-04-17 14:56:51+00:00,request for payment 43402
Request Payment,2018-04-17 15:11:38+00:00,request for payment 4415
Permit SUBMITTED by EMPLOYEE,2018-04-17 16:54:28+00:00,request for payment 54806
Permit SUBMITTED by EMPLOYEE,2018-04-17 16:54:28+00:00,request for payment 54808
Permit APPROVED by ADMINISTRATION,2018-04-17 16:54:30+00:00,request for payment 54806
Permit APPROVED by ADMINISTRATION,2018-04-17 16:54:30+00:00,request for payment 54808
Permit FINAL_APPROVED by SUPERVISOR,2018-04-18 03:15:18+00:00,request for payment 49672
Permit FINAL_APPROVED by SUPERVISOR,2018-04-18 03:15:18+00:00,request for payment 49674
Permit FINAL_APPROVED by SUPERVISOR,2018-04-18 03:15:18+00:00,request for payment 49670
Permit FINAL_APPROVED by SUPERVISOR,2018-04-18 03:15:18+00:00,request for payment 32100
Request Payment,2018-04-18 07:09:02+00:00,request for payment 30987
Request For Payment SUBMITTED by EMPLOYEE,2018-04-18 07:41:52+00:00,request for payment 32130
Request For Payment APPROVED by ADMINISTRATION,2018-04-18 07:49:58+00:00,request for payment 32130
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-18 07:50:18+00:00,request for payment 43402
Request For Payment APPROVED by ADMINISTRATION,2018-04-18 07:54:47+00:00,request for payment 43304
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-18 08:18:17+00:00,request for payment 43304
Request Payment,2018-04-18 08:39:51+00:00,request for payment 25410
Request Payment,2018-04-18 08:39:52+00:00,request for payment 25407
Request For Payment SUBMITTED by EMPLOYEE,2018-04-18 09:07:26+00:00,request for payment 53876
Request For Payment APPROVED by ADMINISTRATION,2018-04-18 09:07:31+00:00,request for payment 53876
Request For Payment SUBMITTED by EMPLOYEE,2018-04-18 09:09:03+00:00,request for payment 23222
Request For Payment APPROVED by ADMINISTRATION,2018-04-18 09:09:08+00:00,request for payment 23222
Request For Payment SUBMITTED by EMPLOYEE,2018-04-18 09:46:23+00:00,request for payment 33174
Request For Payment REJECTED by ADMINISTRATION,2018-04-18 09:46:33+00:00,request for payment 33174
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-18 10:11:01+00:00,request for payment 46948
Request For Payment SUBMITTED by EMPLOYEE,2018-04-18 10:54:11+00:00,request for payment 43109
Request For Payment APPROVED by ADMINISTRATION,2018-04-18 10:54:27+00:00,request for payment 43109
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-18 11:06:20+00:00,request for payment 43109
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-18 11:06:59+00:00,request for payment 23222
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-18 11:07:09+00:00,request for payment 53876
Permit SUBMITTED by EMPLOYEE,2018-04-18 11:07:55+00:00,request for payment 13936
Permit APPROVED by ADMINISTRATION,2018-04-18 11:07:57+00:00,request for payment 13936
Permit SUBMITTED by EMPLOYEE,2018-04-18 11:12:34+00:00,request for payment 13954
Permit SUBMITTED by EMPLOYEE,2018-04-18 11:12:34+00:00,request for payment 13956
Permit APPROVED by ADMINISTRATION,2018-04-18 11:12:40+00:00,request for payment 13954
Permit APPROVED by ADMINISTRATION,2018-04-18 11:12:40+00:00,request for payment 13956
Request For Payment SUBMITTED by EMPLOYEE,2018-04-18 11:17:36+00:00,request for payment 67288
Request For Payment APPROVED by ADMINISTRATION,2018-04-18 11:18:38+00:00,request for payment 67288
Permit FINAL_APPROVED by SUPERVISOR,2018-04-18 11:25:20+00:00,request for payment 13936
Request For Payment SUBMITTED by EMPLOYEE,2018-04-18 11:32:47+00:00,request for payment 21611
Request For Payment APPROVED by ADMINISTRATION,2018-04-18 11:33:12+00:00,request for payment 21611
Request For Payment SUBMITTED by EMPLOYEE,2018-04-18 12:08:39+00:00,request for payment 13956
Request For Payment APPROVED by ADMINISTRATION,2018-04-18 12:08:44+00:00,request for payment 13956
Request For Payment SUBMITTED by EMPLOYEE,2018-04-18 12:11:16+00:00,request for payment 13954
Request For Payment APPROVED by ADMINISTRATION,2018-04-18 12:11:19+00:00,request for payment 13954
Request For Payment APPROVED by BUDGET OWNER,2018-04-18 12:12:40+00:00,request for payment 43323
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-18 12:14:54+00:00,request for payment 31631
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-18 12:17:43+00:00,request for payment 54683
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-18 12:30:30+00:00,request for payment 32130
Request For Payment REJECTED by EMPLOYEE,2018-04-18 12:41:00+00:00,request for payment 185926
_END_,2018-04-18 12:41:01+00:00,request for payment 185926
Request For Payment SUBMITTED by EMPLOYEE,2018-04-18 12:43:57+00:00,request for payment 42904
Request For Payment APPROVED by ADMINISTRATION,2018-04-18 12:44:21+00:00,request for payment 42904
Request For Payment SUBMITTED by EMPLOYEE,2018-04-18 13:00:27+00:00,request for payment 48948
Request For Payment APPROVED by ADMINISTRATION,2018-04-18 13:01:03+00:00,request for payment 48948
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-18 13:23:38+00:00,request for payment 13956
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-18 13:24:25+00:00,request for payment 13954
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-18 13:30:19+00:00,request for payment 42904
Permit SUBMITTED by EMPLOYEE,2018-04-18 13:51:52+00:00,request for payment 24822
Permit SUBMITTED by EMPLOYEE,2018-04-18 13:51:52+00:00,request for payment 24820
Permit APPROVED by ADMINISTRATION,2018-04-18 13:52:09+00:00,request for payment 24822
Permit APPROVED by ADMINISTRATION,2018-04-18 13:52:09+00:00,request for payment 24820
Permit SUBMITTED by EMPLOYEE,2018-04-18 13:56:57+00:00,request for payment 24840
Permit APPROVED by ADMINISTRATION,2018-04-18 13:57:02+00:00,request for payment 24840
Permit SUBMITTED by EMPLOYEE,2018-04-18 13:57:36+00:00,request for payment 32184
Permit SUBMITTED by EMPLOYEE,2018-04-18 13:57:36+00:00,request for payment 32179
Permit SUBMITTED by EMPLOYEE,2018-04-18 13:57:36+00:00,request for payment 32182
Permit SUBMITTED by EMPLOYEE,2018-04-18 13:57:36+00:00,request for payment 32181
Permit APPROVED by ADMINISTRATION,2018-04-18 13:57:40+00:00,request for payment 32184
Permit APPROVED by ADMINISTRATION,2018-04-18 13:57:40+00:00,request for payment 32179
Permit APPROVED by ADMINISTRATION,2018-04-18 13:57:40+00:00,request for payment 32182
Permit APPROVED by ADMINISTRATION,2018-04-18 13:57:40+00:00,request for payment 32181
Permit SUBMITTED by EMPLOYEE,2018-04-18 14:01:51+00:00,request for payment 32215
Permit APPROVED by ADMINISTRATION,2018-04-18 14:01:53+00:00,request for payment 32215
Request For Payment SUBMITTED by EMPLOYEE,2018-04-18 14:15:08+00:00,request for payment 46194
Request For Payment SUBMITTED by EMPLOYEE,2018-04-18 14:20:00+00:00,request for payment 15319
Request For Payment APPROVED by ADMINISTRATION,2018-04-18 14:31:04+00:00,request for payment 15319
Request For Payment APPROVED by ADMINISTRATION,2018-04-18 14:33:24+00:00,request for payment 46194
Request For Payment SUBMITTED by EMPLOYEE,2018-04-18 14:36:41+00:00,request for payment 66534
Request For Payment APPROVED by ADMINISTRATION,2018-04-18 14:37:50+00:00,request for payment 66534
Permit SUBMITTED by EMPLOYEE,2018-04-18 14:43:36+00:00,request for payment 49817
Permit SUBMITTED by EMPLOYEE,2018-04-18 14:43:36+00:00,request for payment 49815
Permit APPROVED by ADMINISTRATION,2018-04-18 14:43:41+00:00,request for payment 49817
Permit APPROVED by ADMINISTRATION,2018-04-18 14:43:41+00:00,request for payment 49815
Request For Payment SUBMITTED by EMPLOYEE,2018-04-18 15:31:59+00:00,request for payment 68174
Request For Payment APPROVED by ADMINISTRATION,2018-04-18 15:32:01+00:00,request for payment 68174
Request Payment,2018-04-18 15:35:45+00:00,request for payment 23222
Request Payment,2018-04-18 15:35:45+00:00,request for payment 53876
Request For Payment REJECTED by ADMINISTRATION,2018-04-18 18:00:30+00:00,request for payment 21589
Request For Payment SUBMITTED by EMPLOYEE,2018-04-18 19:45:22+00:00,request for payment 41264
Request For Payment APPROVED by ADMINISTRATION,2018-04-18 19:45:37+00:00,request for payment 41264
Request For Payment SUBMITTED by EMPLOYEE,2018-04-18 20:04:58+00:00,request for payment 186099
Request For Payment APPROVED by ADMINISTRATION,2018-04-18 20:05:03+00:00,request for payment 186099
Request For Payment APPROVED by ADMINISTRATION,2018-04-18 20:06:33+00:00,request for payment 185983
Request For Payment APPROVED by ADMINISTRATION,2018-04-18 20:07:38+00:00,request for payment 186037
Request For Payment APPROVED by ADMINISTRATION,2018-04-18 20:11:10+00:00,request for payment 185912
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-19 03:15:20+00:00,request for payment 31254
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-19 03:15:20+00:00,request for payment 24072
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-19 03:15:20+00:00,request for payment 40630
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-19 03:15:20+00:00,request for payment 40627
Permit FINAL_APPROVED by SUPERVISOR,2018-04-19 03:15:20+00:00,request for payment 46989
Permit FINAL_APPROVED by SUPERVISOR,2018-04-19 03:15:20+00:00,request for payment 46987
Request Payment,2018-04-19 06:24:04+00:00,request for payment 41336
Request Payment,2018-04-19 06:26:10+00:00,request for payment 64756
Request Payment,2018-04-19 06:42:41+00:00,request for payment 13956
Request Payment,2018-04-19 06:42:50+00:00,request for payment 13954
Request Payment,2018-04-19 07:02:57+00:00,request for payment 42904
Request Payment,2018-04-19 07:13:23+00:00,request for payment 43109
Permit SUBMITTED by EMPLOYEE,2018-04-19 07:24:39+00:00,request for payment 45765
Permit APPROVED by ADMINISTRATION,2018-04-19 07:24:46+00:00,request for payment 45765
Request Payment,2018-04-19 07:25:56+00:00,request for payment 32422
Request Payment,2018-04-19 07:36:37+00:00,request for payment 46948
Request Payment,2018-04-19 07:41:25+00:00,request for payment 40627
Request Payment,2018-04-19 07:41:44+00:00,request for payment 40630
Permit APPROVED by SUPERVISOR,2018-04-19 07:49:28+00:00,request for payment 68273
Permit APPROVED by SUPERVISOR,2018-04-19 07:49:28+00:00,request for payment 68275
Permit APPROVED by BUDGET OWNER,2018-04-19 07:51:30+00:00,request for payment 47320
Permit APPROVED by BUDGET OWNER,2018-04-19 07:51:30+00:00,request for payment 47325
Permit APPROVED by BUDGET OWNER,2018-04-19 07:51:30+00:00,request for payment 47321
Permit APPROVED by BUDGET OWNER,2018-04-19 07:51:30+00:00,request for payment 47327
Permit APPROVED by BUDGET OWNER,2018-04-19 07:51:30+00:00,request for payment 47323
Permit APPROVED by SUPERVISOR,2018-04-19 07:52:36+00:00,request for payment 33321
Permit APPROVED by SUPERVISOR,2018-04-19 07:52:36+00:00,request for payment 33324
Permit APPROVED by SUPERVISOR,2018-04-19 07:52:36+00:00,request for payment 33330
Permit APPROVED by SUPERVISOR,2018-04-19 07:52:36+00:00,request for payment 33326
Permit APPROVED by SUPERVISOR,2018-04-19 07:52:36+00:00,request for payment 33328
Permit FINAL_APPROVED by DIRECTOR,2018-04-19 08:04:40+00:00,request for payment 68273
Permit FINAL_APPROVED by DIRECTOR,2018-04-19 08:04:40+00:00,request for payment 68275
Permit FINAL_APPROVED by DIRECTOR,2018-04-19 08:15:05+00:00,request for payment 33321
Permit FINAL_APPROVED by DIRECTOR,2018-04-19 08:15:05+00:00,request for payment 33324
Permit FINAL_APPROVED by DIRECTOR,2018-04-19 08:15:05+00:00,request for payment 33330
Permit FINAL_APPROVED by DIRECTOR,2018-04-19 08:15:05+00:00,request for payment 33326
Permit FINAL_APPROVED by DIRECTOR,2018-04-19 08:15:05+00:00,request for payment 33328
Permit SUBMITTED by EMPLOYEE,2018-04-19 08:16:26+00:00,request for payment 49851
Permit SUBMITTED by EMPLOYEE,2018-04-19 08:16:26+00:00,request for payment 49849
Permit APPROVED by ADMINISTRATION,2018-04-19 08:17:10+00:00,request for payment 49851
Permit APPROVED by ADMINISTRATION,2018-04-19 08:17:10+00:00,request for payment 49849
Permit APPROVED by BUDGET OWNER,2018-04-19 08:20:32+00:00,request for payment 45765
Permit FINAL_APPROVED by SUPERVISOR,2018-04-19 08:21:18+00:00,request for payment 24840
Permit FINAL_APPROVED by SUPERVISOR,2018-04-19 08:29:34+00:00,request for payment 24822
Permit FINAL_APPROVED by SUPERVISOR,2018-04-19 08:29:34+00:00,request for payment 24820
Request For Payment SAVED by EMPLOYEE,2018-04-19 08:35:08+00:00,request for payment 186105
_END_,2018-04-19 08:35:09+00:00,request for payment 186105
Permit APPROVED by BUDGET OWNER,2018-04-19 08:40:55+00:00,request for payment 32184
Permit APPROVED by BUDGET OWNER,2018-04-19 08:40:55+00:00,request for payment 32179
Permit APPROVED by BUDGET OWNER,2018-04-19 08:40:55+00:00,request for payment 32182
Permit APPROVED by BUDGET OWNER,2018-04-19 08:40:55+00:00,request for payment 32181
Permit APPROVED by BUDGET OWNER,2018-04-19 08:41:08+00:00,request for payment 32215
Request For Payment APPROVED by BUDGET OWNER,2018-04-19 09:08:52+00:00,request for payment 186037
Permit SUBMITTED by EMPLOYEE,2018-04-19 09:10:50+00:00,request for payment 36194
Permit APPROVED by ADMINISTRATION,2018-04-19 09:10:59+00:00,request for payment 36194
Request For Payment SUBMITTED by EMPLOYEE,2018-04-19 09:19:29+00:00,request for payment 33324
Request For Payment APPROVED by ADMINISTRATION,2018-04-19 09:19:41+00:00,request for payment 33324
Request For Payment SUBMITTED by EMPLOYEE,2018-04-19 09:21:40+00:00,request for payment 31980
Request For Payment APPROVED by ADMINISTRATION,2018-04-19 09:22:00+00:00,request for payment 31980
Permit APPROVED by BUDGET OWNER,2018-04-19 09:44:21+00:00,request for payment 36194
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-19 09:46:59+00:00,request for payment 22900
Request For Payment APPROVED by BUDGET OWNER,2018-04-19 09:47:33+00:00,request for payment 49713
Permit FINAL_APPROVED by SUPERVISOR,2018-04-19 09:51:29+00:00,request for payment 36194
Permit APPROVED by BUDGET OWNER,2018-04-19 09:53:59+00:00,request for payment 49713
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-19 10:00:24+00:00,request for payment 43323
Permit SUBMITTED by EMPLOYEE,2018-04-19 10:14:21+00:00,request for payment 47449
Permit APPROVED by ADMINISTRATION,2018-04-19 10:14:23+00:00,request for payment 47449
Request Payment,2018-04-19 10:14:31+00:00,request for payment 43402
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-19 11:02:49+00:00,request for payment 31980
Request Payment,2018-04-19 11:07:42+00:00,request for payment 32130
Request Payment,2018-04-19 11:14:01+00:00,request for payment 31631
Request Payment,2018-04-19 11:15:41+00:00,request for payment 43323
Request For Payment SUBMITTED by EMPLOYEE,2018-04-19 11:40:50+00:00,request for payment 55319
Request For Payment APPROVED by ADMINISTRATION,2018-04-19 11:54:36+00:00,request for payment 55319
Request For Payment SUBMITTED by EMPLOYEE,2018-04-19 11:55:54+00:00,request for payment 186049
Request For Payment SUBMITTED by EMPLOYEE,2018-04-19 11:55:55+00:00,request for payment 49737
Request For Payment APPROVED by ADMINISTRATION,2018-04-19 11:56:05+00:00,request for payment 186049
Request For Payment REJECTED by ADMINISTRATION,2018-04-19 11:56:43+00:00,request for payment 49737
Request For Payment APPROVED by BUDGET OWNER,2018-04-19 12:24:25+00:00,request for payment 185912
Request For Payment APPROVED by BUDGET OWNER,2018-04-19 12:24:50+00:00,request for payment 185983
Request For Payment APPROVED by BUDGET OWNER,2018-04-19 12:28:40+00:00,request for payment 41264
Request For Payment APPROVED by BUDGET OWNER,2018-04-19 12:34:23+00:00,request for payment 186099
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-19 12:38:59+00:00,request for payment 55319
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-19 12:41:39+00:00,request for payment 186049
Permit SUBMITTED by EMPLOYEE,2018-04-19 13:02:06+00:00,request for payment 45790
Permit APPROVED by ADMINISTRATION,2018-04-19 13:02:08+00:00,request for payment 45790
Permit SUBMITTED by EMPLOYEE,2018-04-19 13:02:08+00:00,request for payment 45805
Permit APPROVED by ADMINISTRATION,2018-04-19 13:02:10+00:00,request for payment 45805
Request For Payment REJECTED by EMPLOYEE,2018-04-19 13:03:51+00:00,request for payment 49737
Request For Payment SUBMITTED by EMPLOYEE,2018-04-19 13:23:25+00:00,request for payment 49737
Request For Payment REJECTED by ADMINISTRATION,2018-04-19 13:23:28+00:00,request for payment 49737
Request For Payment REJECTED by EMPLOYEE,2018-04-19 13:35:36+00:00,request for payment 49737
Request For Payment SUBMITTED by EMPLOYEE,2018-04-19 13:37:53+00:00,request for payment 49737
Request For Payment APPROVED by ADMINISTRATION,2018-04-19 13:37:56+00:00,request for payment 49737
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-19 13:42:18+00:00,request for payment 49737
Payment Handled,2018-04-19 15:31:32+00:00,request for payment 6347
Payment Handled,2018-04-19 15:31:32+00:00,request for payment 4415
Payment Handled,2018-04-19 15:31:32+00:00,request for payment 24003
Payment Handled,2018-04-19 15:31:32+00:00,request for payment 25341
Payment Handled,2018-04-19 15:31:32+00:00,request for payment 64775
Payment Handled,2018-04-19 15:31:32+00:00,request for payment 30987
Payment Handled,2018-04-19 15:31:32+00:00,request for payment 44964
Payment Handled,2018-04-19 15:31:32+00:00,request for payment 45678
Payment Handled,2018-04-19 15:31:32+00:00,request for payment 25410
Payment Handled,2018-04-19 15:31:32+00:00,request for payment 25407
Payment Handled,2018-04-19 15:31:32+00:00,request for payment 37049
Payment Handled,2018-04-19 15:31:32+00:00,request for payment 185855
Payment Handled,2018-04-19 15:31:32+00:00,request for payment 53761
Payment Handled,2018-04-19 15:31:32+00:00,request for payment 41665
Payment Handled,2018-04-19 15:31:32+00:00,request for payment 43111
Payment Handled,2018-04-19 15:31:32+00:00,request for payment 46613
Payment Handled,2018-04-19 15:31:32+00:00,request for payment 41339
Payment Handled,2018-04-19 15:31:32+00:00,request for payment 13918
_END_,2018-04-19 15:31:33+00:00,request for payment 6347
_END_,2018-04-19 15:31:33+00:00,request for payment 4415
_END_,2018-04-19 15:31:33+00:00,request for payment 24003
_END_,2018-04-19 15:31:33+00:00,request for payment 25341
_END_,2018-04-19 15:31:33+00:00,request for payment 64775
_END_,2018-04-19 15:31:33+00:00,request for payment 30987
_END_,2018-04-19 15:31:33+00:00,request for payment 44964
_END_,2018-04-19 15:31:33+00:00,request for payment 45678
_END_,2018-04-19 15:31:33+00:00,request for payment 25410
_END_,2018-04-19 15:31:33+00:00,request for payment 25407
_END_,2018-04-19 15:31:33+00:00,request for payment 37049
_END_,2018-04-19 15:31:33+00:00,request for payment 185855
_END_,2018-04-19 15:31:33+00:00,request for payment 53761
_END_,2018-04-19 15:31:33+00:00,request for payment 41665
_END_,2018-04-19 15:31:33+00:00,request for payment 43111
_END_,2018-04-19 15:31:33+00:00,request for payment 46613
_END_,2018-04-19 15:31:33+00:00,request for payment 41339
_END_,2018-04-19 15:31:33+00:00,request for payment 13918
Request Payment,2018-04-19 15:32:08+00:00,request for payment 9261
Request For Payment SUBMITTED by EMPLOYEE,2018-04-19 21:48:49+00:00,request for payment 32483
Request For Payment REJECTED by ADMINISTRATION,2018-04-19 21:51:21+00:00,request for payment 32483
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-20 03:15:16+00:00,request for payment 46654
Request Payment,2018-04-20 06:39:14+00:00,request for payment 49737
Request Payment,2018-04-20 06:40:38+00:00,request for payment 55319
Request Payment,2018-04-20 07:09:14+00:00,request for payment 186049
Permit SUBMITTED by EMPLOYEE,2018-04-20 07:27:42+00:00,request for payment 45820
Permit APPROVED by ADMINISTRATION,2018-04-20 07:27:58+00:00,request for payment 45820
Permit SUBMITTED by EMPLOYEE,2018-04-20 07:50:01+00:00,request for payment 26103
Permit APPROVED by ADMINISTRATION,2018-04-20 07:51:21+00:00,request for payment 26103
Request For Payment SAVED by EMPLOYEE,2018-04-20 07:53:20+00:00,request for payment 26103
Request For Payment SUBMITTED by EMPLOYEE,2018-04-20 08:00:41+00:00,request for payment 36194
Request For Payment APPROVED by ADMINISTRATION,2018-04-20 08:02:51+00:00,request for payment 36194
Permit SUBMITTED by EMPLOYEE,2018-04-20 08:44:43+00:00,request for payment 38512
Permit APPROVED by ADMINISTRATION,2018-04-20 08:44:45+00:00,request for payment 38512
Request Payment,2018-04-20 08:49:17+00:00,request for payment 43304
Request For Payment APPROVED by BUDGET OWNER,2018-04-20 08:57:58+00:00,request for payment 36194
Request For Payment SUBMITTED by EMPLOYEE,2018-04-20 09:01:28+00:00,request for payment 41211
Request For Payment REJECTED by ADMINISTRATION,2018-04-20 09:05:11+00:00,request for payment 41211
Permit SUBMITTED by EMPLOYEE,2018-04-20 09:19:22+00:00,request for payment 47482
Permit APPROVED by ADMINISTRATION,2018-04-20 09:19:26+00:00,request for payment 47482
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-20 09:44:35+00:00,request for payment 186099
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-20 09:44:36+00:00,request for payment 41264
Request Payment,2018-04-20 09:44:36+00:00,request for payment 186099
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-20 09:44:37+00:00,request for payment 185912
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-20 09:44:37+00:00,request for payment 185983
Request Payment,2018-04-20 09:44:37+00:00,request for payment 185983
Request Payment,2018-04-20 09:44:37+00:00,request for payment 41264
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-20 09:44:38+00:00,request for payment 186037
Request Payment,2018-04-20 09:44:38+00:00,request for payment 185912
Request Payment,2018-04-20 09:44:39+00:00,request for payment 186037
Permit SUBMITTED by EMPLOYEE,2018-04-20 09:58:25+00:00,request for payment 26135
Permit SUBMITTED by EMPLOYEE,2018-04-20 09:58:25+00:00,request for payment 26130
Permit SUBMITTED by EMPLOYEE,2018-04-20 09:58:25+00:00,request for payment 26133
Permit APPROVED by ADMINISTRATION,2018-04-20 09:58:30+00:00,request for payment 26135
Permit APPROVED by ADMINISTRATION,2018-04-20 09:58:30+00:00,request for payment 26130
Permit APPROVED by ADMINISTRATION,2018-04-20 09:58:30+00:00,request for payment 26133
Request For Payment SUBMITTED by EMPLOYEE,2018-04-20 10:00:20+00:00,request for payment 46987
Permit FINAL_APPROVED by SUPERVISOR,2018-04-20 10:00:28+00:00,request for payment 45790
Permit FINAL_APPROVED by SUPERVISOR,2018-04-20 10:00:46+00:00,request for payment 45805
Request For Payment APPROVED by ADMINISTRATION,2018-04-20 10:01:03+00:00,request for payment 46987
Request For Payment SUBMITTED by EMPLOYEE,2018-04-20 10:01:50+00:00,request for payment 26130
Request For Payment APPROVED by ADMINISTRATION,2018-04-20 10:01:53+00:00,request for payment 26130
Permit SUBMITTED by EMPLOYEE,2018-04-20 10:34:15+00:00,request for payment 38547
Permit APPROVED by ADMINISTRATION,2018-04-20 10:34:19+00:00,request for payment 38547
Request For Payment SUBMITTED by EMPLOYEE,2018-04-20 10:41:09+00:00,request for payment 44511
Request For Payment APPROVED by ADMINISTRATION,2018-04-20 10:41:20+00:00,request for payment 44511
Request Payment,2018-04-20 11:08:34+00:00,request for payment 9263
Permit APPROVED by SUPERVISOR,2018-04-20 11:36:33+00:00,request for payment 15749
Permit APPROVED by SUPERVISOR,2018-04-20 11:36:33+00:00,request for payment 15747
Permit APPROVED by SUPERVISOR,2018-04-20 11:36:33+00:00,request for payment 15751
Request For Payment APPROVED by BUDGET OWNER,2018-04-20 11:41:49+00:00,request for payment 46987
Request For Payment APPROVED by BUDGET OWNER,2018-04-20 11:42:36+00:00,request for payment 26130
Permit SUBMITTED by EMPLOYEE,2018-04-20 11:45:44+00:00,request for payment 26193
Permit SUBMITTED by EMPLOYEE,2018-04-20 11:45:44+00:00,request for payment 26191
