concept:name,time:timestamp,case:concept:name
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-24 13:37:28+00:00,request for payment 174046
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-24 13:38:53+00:00,request for payment 174459
Request For Payment APPROVED by BUDGET OWNER,2018-08-24 13:40:23+00:00,request for payment 181200
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-24 14:06:32+00:00,request for payment 173161
Request Payment,2018-08-24 14:39:43+00:00,request for payment 173161
Request For Payment APPROVED by BUDGET OWNER,2018-08-24 14:43:20+00:00,request for payment 160855
Request For Payment APPROVED by BUDGET OWNER,2018-08-24 14:49:20+00:00,request for payment 180263
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-24 14:50:05+00:00,request for payment 173172
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-24 14:50:24+00:00,request for payment 180809
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-24 14:50:47+00:00,request for payment 173151
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-24 14:51:46+00:00,request for payment 178553
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-24 14:52:24+00:00,request for payment 178558
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-24 14:52:47+00:00,request for payment 178925
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-24 14:53:15+00:00,request for payment 178930
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-24 15:10:25+00:00,request for payment 179432
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-24 15:10:53+00:00,request for payment 178956
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-24 15:11:53+00:00,request for payment 178961
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-24 15:13:15+00:00,request for payment 178966
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-24 15:26:22+00:00,request for payment 178971
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-24 15:27:03+00:00,request for payment 178976
Request For Payment APPROVED by BUDGET OWNER,2018-08-24 15:31:47+00:00,request for payment 174453
Request For Payment APPROVED by BUDGET OWNER,2018-08-24 15:32:22+00:00,request for payment 180251
Request For Payment APPROVED by BUDGET OWNER,2018-08-24 15:33:29+00:00,request for payment 174442
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-24 15:33:45+00:00,request for payment 181580
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-24 15:34:36+00:00,request for payment 172823
Request Payment,2018-08-25 06:05:27+00:00,request for payment 179395
Request For Payment SUBMITTED by EMPLOYEE,2018-08-25 10:19:57+00:00,request for payment 178981
Request For Payment APPROVED by ADMINISTRATION,2018-08-25 10:20:09+00:00,request for payment 178981
Request For Payment SUBMITTED by EMPLOYEE,2018-08-25 10:22:12+00:00,request for payment 178987
Request For Payment SUBMITTED by EMPLOYEE,2018-08-25 11:06:19+00:00,request for payment 173183
Request For Payment APPROVED by ADMINISTRATION,2018-08-25 11:08:37+00:00,request for payment 173183
Request For Payment SUBMITTED by EMPLOYEE,2018-08-25 16:23:40+00:00,request for payment 179283
Request For Payment APPROVED by ADMINISTRATION,2018-08-25 16:24:29+00:00,request for payment 179283
Request For Payment SUBMITTED by EMPLOYEE,2018-08-26 19:55:34+00:00,request for payment 172989
Request For Payment APPROVED by ADMINISTRATION,2018-08-26 19:55:36+00:00,request for payment 172989
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-27 03:15:38+00:00,request for payment 160876
Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 07:12:29+00:00,request for payment 174398
Request For Payment REJECTED by EMPLOYEE,2018-08-27 07:14:59+00:00,request for payment 172775
Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 07:19:36+00:00,request for payment 174464
Request For Payment APPROVED by ADMINISTRATION,2018-08-27 07:20:29+00:00,request for payment 174464
Request Payment,2018-08-27 07:27:53+00:00,request for payment 174417
Request Payment,2018-08-27 07:56:13+00:00,request for payment 178956
Request Payment,2018-08-27 07:56:14+00:00,request for payment 178961
Request Payment,2018-08-27 07:56:14+00:00,request for payment 178966
Request Payment,2018-08-27 07:56:15+00:00,request for payment 178930
Request Payment,2018-08-27 07:56:16+00:00,request for payment 178976
Request Payment,2018-08-27 07:56:18+00:00,request for payment 178558
Request Payment,2018-08-27 07:56:18+00:00,request for payment 178925
Request Payment,2018-08-27 07:56:19+00:00,request for payment 178971
Request Payment,2018-08-27 07:57:44+00:00,request for payment 162422
Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 08:08:06+00:00,request for payment 179293
Request For Payment APPROVED by ADMINISTRATION,2018-08-27 08:09:53+00:00,request for payment 179293
Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 08:14:39+00:00,request for payment 179298
Request For Payment APPROVED by ADMINISTRATION,2018-08-27 08:15:13+00:00,request for payment 179298
Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 08:18:59+00:00,request for payment 174469
Request For Payment APPROVED by ADMINISTRATION,2018-08-27 08:19:18+00:00,request for payment 174469
Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 08:27:30+00:00,request for payment 174474
Request For Payment APPROVED by ADMINISTRATION,2018-08-27 08:27:32+00:00,request for payment 174474
Request For Payment APPROVED by ADMINISTRATION,2018-08-27 08:35:23+00:00,request for payment 174398
Request Payment,2018-08-27 08:39:53+00:00,request for payment 173151
Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 08:43:42+00:00,request for payment 174619
Request For Payment APPROVED by ADMINISTRATION,2018-08-27 08:45:17+00:00,request for payment 174619
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-27 08:48:34+00:00,request for payment 179293
Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 08:57:19+00:00,request for payment 174624
Request For Payment APPROVED by ADMINISTRATION,2018-08-27 08:57:53+00:00,request for payment 174624
Request For Payment APPROVED by BUDGET OWNER,2018-08-27 09:13:54+00:00,request for payment 173177
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-27 09:16:16+00:00,request for payment 178951
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-27 10:41:13+00:00,request for payment 174624
Request Payment,2018-08-27 11:07:25+00:00,request for payment 179293
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-27 11:57:38+00:00,request for payment 174474
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-27 11:59:44+00:00,request for payment 174469
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-27 12:04:19+00:00,request for payment 173183
Request For Payment APPROVED by BUDGET OWNER,2018-08-27 12:05:15+00:00,request for payment 178981
Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 12:05:21+00:00,request for payment 181462
Request For Payment APPROVED by ADMINISTRATION,2018-08-27 12:05:37+00:00,request for payment 181462
Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 12:08:34+00:00,request for payment 174509
Request For Payment APPROVED by ADMINISTRATION,2018-08-27 12:14:57+00:00,request for payment 174509
Request For Payment APPROVED by BUDGET OWNER,2018-08-27 12:16:01+00:00,request for payment 178945
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-27 12:22:05+00:00,request for payment 174619
Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 12:31:04+00:00,request for payment 179437
Request For Payment APPROVED by ADMINISTRATION,2018-08-27 12:31:09+00:00,request for payment 179437
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-27 12:35:44+00:00,request for payment 172989
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-27 12:37:08+00:00,request for payment 179298
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-27 12:38:43+00:00,request for payment 172984
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-27 12:40:14+00:00,request for payment 173167
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-27 12:43:10+00:00,request for payment 172969
Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 12:54:13+00:00,request for payment 175168
Request For Payment APPROVED by ADMINISTRATION,2018-08-27 12:54:20+00:00,request for payment 175168
Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 13:00:31+00:00,request for payment 175173
Request For Payment APPROVED by ADMINISTRATION,2018-08-27 13:00:33+00:00,request for payment 175173
Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 13:15:50+00:00,request for payment 180605
Request For Payment APPROVED by ADMINISTRATION,2018-08-27 13:16:18+00:00,request for payment 180605
Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 13:18:18+00:00,request for payment 180610
Request For Payment APPROVED by ADMINISTRATION,2018-08-27 13:19:08+00:00,request for payment 180610
Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 13:36:25+00:00,request for payment 167259
Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 13:37:26+00:00,request for payment 179442
Request For Payment APPROVED by ADMINISTRATION,2018-08-27 13:48:27+00:00,request for payment 179442
Request For Payment REJECTED by EMPLOYEE,2018-08-27 14:01:04+00:00,request for payment 160195
Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 14:01:20+00:00,request for payment 174629
Request For Payment APPROVED by ADMINISTRATION,2018-08-27 14:01:23+00:00,request for payment 174629
Request For Payment REJECTED by EMPLOYEE,2018-08-27 14:04:58+00:00,request for payment 160670
_END_,2018-08-27 14:04:59+00:00,request for payment 160670
Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 14:55:46+00:00,request for payment 179303
Request For Payment REJECTED by ADMINISTRATION,2018-08-27 14:55:48+00:00,request for payment 179303
Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 15:10:13+00:00,request for payment 174479
Request For Payment APPROVED by ADMINISTRATION,2018-08-27 15:10:15+00:00,request for payment 174479
Request Payment,2018-08-27 15:21:36+00:00,request for payment 178504
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 169790
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 160170
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 160573
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 160655
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 166895
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 162009
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 167582
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 162182
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 162534
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 178473
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 174499
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 178493
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 174383
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 174406
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 179426
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 172817
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 174412
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 172953
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 178899
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 172837
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 178531
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 178920
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 180586
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 178536
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 174602
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 174032
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 172958
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 172851
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 173146
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 172964
Payment Handled,2018-08-27 15:31:18+00:00,request for payment 173161
_END_,2018-08-27 15:31:19+00:00,request for payment 169790
_END_,2018-08-27 15:31:19+00:00,request for payment 160170
_END_,2018-08-27 15:31:19+00:00,request for payment 160573
_END_,2018-08-27 15:31:19+00:00,request for payment 160655
_END_,2018-08-27 15:31:19+00:00,request for payment 166895
_END_,2018-08-27 15:31:19+00:00,request for payment 162009
_END_,2018-08-27 15:31:19+00:00,request for payment 167582
_END_,2018-08-27 15:31:19+00:00,request for payment 162182
_END_,2018-08-27 15:31:19+00:00,request for payment 162534
_END_,2018-08-27 15:31:19+00:00,request for payment 178473
_END_,2018-08-27 15:31:19+00:00,request for payment 174499
_END_,2018-08-27 15:31:19+00:00,request for payment 178493
_END_,2018-08-27 15:31:19+00:00,request for payment 174383
_END_,2018-08-27 15:31:19+00:00,request for payment 174406
_END_,2018-08-27 15:31:19+00:00,request for payment 179426
_END_,2018-08-27 15:31:19+00:00,request for payment 172817
_END_,2018-08-27 15:31:19+00:00,request for payment 174412
_END_,2018-08-27 15:31:19+00:00,request for payment 172953
_END_,2018-08-27 15:31:19+00:00,request for payment 178899
_END_,2018-08-27 15:31:19+00:00,request for payment 172837
_END_,2018-08-27 15:31:19+00:00,request for payment 178531
_END_,2018-08-27 15:31:19+00:00,request for payment 178920
_END_,2018-08-27 15:31:19+00:00,request for payment 180586
_END_,2018-08-27 15:31:19+00:00,request for payment 178536
_END_,2018-08-27 15:31:19+00:00,request for payment 174602
_END_,2018-08-27 15:31:19+00:00,request for payment 174032
_END_,2018-08-27 15:31:19+00:00,request for payment 172958
_END_,2018-08-27 15:31:19+00:00,request for payment 172851
_END_,2018-08-27 15:31:19+00:00,request for payment 173146
_END_,2018-08-27 15:31:19+00:00,request for payment 172964
_END_,2018-08-27 15:31:19+00:00,request for payment 173161
Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 15:33:40+00:00,request for payment 174484
Request For Payment APPROVED by ADMINISTRATION,2018-08-27 15:33:58+00:00,request for payment 174484
Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 15:46:55+00:00,request for payment 174489
Request For Payment APPROVED by ADMINISTRATION,2018-08-27 15:47:33+00:00,request for payment 174489
Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 16:59:21+00:00,request for payment 179448
Request For Payment APPROVED by ADMINISTRATION,2018-08-27 16:59:34+00:00,request for payment 179448
Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 17:02:28+00:00,request for payment 179778
Request For Payment REJECTED by ADMINISTRATION,2018-08-27 17:02:40+00:00,request for payment 179778
Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 17:05:43+00:00,request for payment 179782
Request For Payment APPROVED by ADMINISTRATION,2018-08-27 17:06:30+00:00,request for payment 179782
Request For Payment SUBMITTED by EMPLOYEE,2018-08-27 17:09:41+00:00,request for payment 179787
Request For Payment APPROVED by ADMINISTRATION,2018-08-27 17:12:30+00:00,request for payment 179787
Request Payment,2018-08-27 18:32:41+00:00,request for payment 174469
Request Payment,2018-08-27 18:32:54+00:00,request for payment 174474
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 03:15:18+00:00,request for payment 178905
Request Payment,2018-08-28 05:25:43+00:00,request for payment 173167
Request Payment,2018-08-28 05:56:31+00:00,request for payment 174619
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 06:00:23+00:00,request for payment 179311
Request For Payment APPROVED by ADMINISTRATION,2018-08-28 06:00:27+00:00,request for payment 179311
Request Payment,2018-08-28 06:07:31+00:00,request for payment 179298
Request Payment,2018-08-28 06:17:54+00:00,request for payment 180799
Request Payment,2018-08-28 06:21:49+00:00,request for payment 174459
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 06:29:07+00:00,request for payment 179317
Request For Payment APPROVED by ADMINISTRATION,2018-08-28 06:29:16+00:00,request for payment 179317
Request Payment,2018-08-28 06:32:33+00:00,request for payment 181580
Request Payment,2018-08-28 06:32:51+00:00,request for payment 172823
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 06:37:28+00:00,request for payment 174494
Request For Payment APPROVED by ADMINISTRATION,2018-08-28 06:37:32+00:00,request for payment 174494
Request Payment,2018-08-28 06:41:42+00:00,request for payment 178940
Request Payment,2018-08-28 06:41:43+00:00,request for payment 175163
Request Payment,2018-08-28 06:46:21+00:00,request for payment 174624
Request For Payment APPROVED by BUDGET OWNER,2018-08-28 06:48:15+00:00,request for payment 179442
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 06:51:21+00:00,request for payment 180605
Request For Payment APPROVED by BUDGET OWNER,2018-08-28 06:52:04+00:00,request for payment 175173
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 07:12:35+00:00,request for payment 174519
Request For Payment APPROVED by ADMINISTRATION,2018-08-28 07:16:01+00:00,request for payment 174519
Request Payment,2018-08-28 07:17:03+00:00,request for payment 172857
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 07:30:06+00:00,request for payment 174524
Request For Payment APPROVED by ADMINISTRATION,2018-08-28 07:30:13+00:00,request for payment 174524
Request For Payment REJECTED by EMPLOYEE,2018-08-28 07:33:13+00:00,request for payment 179303
Request Payment,2018-08-28 07:33:33+00:00,request for payment 174005
Request Payment,2018-08-28 07:33:33+00:00,request for payment 172806
Request Payment,2018-08-28 07:33:34+00:00,request for payment 174011
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 07:34:15+00:00,request for payment 179303
Request For Payment APPROVED by ADMINISTRATION,2018-08-28 07:34:18+00:00,request for payment 179303
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 07:35:11+00:00,request for payment 179303
Request Payment,2018-08-28 07:38:56+00:00,request for payment 172831
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 07:43:46+00:00,request for payment 180263
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 07:50:01+00:00,request for payment 174442
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 07:50:01+00:00,request for payment 180251
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 07:55:38+00:00,request for payment 174635
Request For Payment APPROVED by ADMINISTRATION,2018-08-28 07:55:50+00:00,request for payment 174635
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 08:00:07+00:00,request for payment 174640
Request For Payment APPROVED by ADMINISTRATION,2018-08-28 08:00:40+00:00,request for payment 174640
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 08:04:20+00:00,request for payment 174645
Request For Payment REJECTED by ADMINISTRATION,2018-08-28 08:04:26+00:00,request for payment 174645
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 08:07:21+00:00,request for payment 174653
Request For Payment APPROVED by ADMINISTRATION,2018-08-28 08:07:32+00:00,request for payment 174653
Request For Payment REJECTED by EMPLOYEE,2018-08-28 08:12:18+00:00,request for payment 173126
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 08:29:26+00:00,request for payment 178478
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 08:30:05+00:00,request for payment 174640
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 08:32:51+00:00,request for payment 174635
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 08:40:23+00:00,request for payment 180257
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 08:41:36+00:00,request for payment 179448
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 08:42:03+00:00,request for payment 156625
Request For Payment APPROVED by ADMINISTRATION,2018-08-28 08:42:10+00:00,request for payment 156625
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 08:42:17+00:00,request for payment 179782
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 08:43:43+00:00,request for payment 174697
Request For Payment APPROVED by BUDGET OWNER,2018-08-28 08:44:36+00:00,request for payment 179311
Request For Payment APPROVED by ADMINISTRATION,2018-08-28 08:44:53+00:00,request for payment 174697
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 08:45:28+00:00,request for payment 179787
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 08:46:21+00:00,request for payment 174494
Request Payment,2018-08-28 08:47:29+00:00,request for payment 178905
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 08:51:31+00:00,request for payment 175173
Request Payment,2018-08-28 08:51:32+00:00,request for payment 175173
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 08:54:17+00:00,request for payment 173177
Request Payment,2018-08-28 08:54:18+00:00,request for payment 173177
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 08:56:45+00:00,request for payment 180610
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 08:57:47+00:00,request for payment 178981
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 08:57:47+00:00,request for payment 179311
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 08:57:49+00:00,request for payment 174697
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 08:59:52+00:00,request for payment 175168
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 09:01:07+00:00,request for payment 181384
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 09:04:20+00:00,request for payment 180814
Request For Payment APPROVED by ADMINISTRATION,2018-08-28 09:06:34+00:00,request for payment 180814
Request Payment,2018-08-28 09:06:46+00:00,request for payment 180605
Request Payment,2018-08-28 09:07:31+00:00,request for payment 160876
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 09:13:12+00:00,request for payment 179792
Request For Payment APPROVED by ADMINISTRATION,2018-08-28 09:25:29+00:00,request for payment 179792
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 09:30:03+00:00,request for payment 174658
Request For Payment APPROVED by ADMINISTRATION,2018-08-28 09:30:12+00:00,request for payment 174658
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 09:57:13+00:00,request for payment 174519
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 09:57:32+00:00,request for payment 172994
Request For Payment APPROVED by ADMINISTRATION,2018-08-28 09:57:42+00:00,request for payment 172994
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 10:08:17+00:00,request for payment 172999
Request For Payment APPROVED by ADMINISTRATION,2018-08-28 10:08:19+00:00,request for payment 172999
Request Payment,2018-08-28 10:18:05+00:00,request for payment 172984
Request Payment,2018-08-28 10:18:06+00:00,request for payment 172989
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 10:38:11+00:00,request for payment 179323
Request For Payment APPROVED by ADMINISTRATION,2018-08-28 10:38:16+00:00,request for payment 179323
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 10:41:06+00:00,request for payment 160195
Request For Payment REJECTED by ADMINISTRATION,2018-08-28 10:41:10+00:00,request for payment 160195
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 10:41:21+00:00,request for payment 171207
Request For Payment REJECTED by ADMINISTRATION,2018-08-28 10:41:24+00:00,request for payment 171207
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 10:41:34+00:00,request for payment 171196
Request For Payment REJECTED by ADMINISTRATION,2018-08-28 10:41:41+00:00,request for payment 171196
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 10:41:51+00:00,request for payment 171181
Request For Payment REJECTED by ADMINISTRATION,2018-08-28 10:42:06+00:00,request for payment 171181
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 10:42:56+00:00,request for payment 171170
Request For Payment REJECTED by ADMINISTRATION,2018-08-28 10:43:26+00:00,request for payment 171170
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 10:43:39+00:00,request for payment 171159
Request For Payment REJECTED by ADMINISTRATION,2018-08-28 10:43:43+00:00,request for payment 171159
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 10:43:55+00:00,request for payment 171148
Request For Payment REJECTED by ADMINISTRATION,2018-08-28 10:43:57+00:00,request for payment 171148
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 10:44:09+00:00,request for payment 181266
Request For Payment REJECTED by ADMINISTRATION,2018-08-28 10:44:12+00:00,request for payment 181266
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 10:44:25+00:00,request for payment 162437
Request For Payment REJECTED by ADMINISTRATION,2018-08-28 10:44:30+00:00,request for payment 162437
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 10:44:46+00:00,request for payment 162144
Request For Payment REJECTED by ADMINISTRATION,2018-08-28 10:44:51+00:00,request for payment 162144
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 10:45:02+00:00,request for payment 162120
Request For Payment REJECTED by ADMINISTRATION,2018-08-28 10:45:05+00:00,request for payment 162120
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 10:45:18+00:00,request for payment 162104
Request For Payment REJECTED by ADMINISTRATION,2018-08-28 10:45:21+00:00,request for payment 162104
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 10:45:35+00:00,request for payment 162093
Request For Payment REJECTED by ADMINISTRATION,2018-08-28 10:45:39+00:00,request for payment 162093
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 11:49:09+00:00,request for payment 174778
Request For Payment APPROVED by ADMINISTRATION,2018-08-28 11:49:23+00:00,request for payment 174778
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 11:50:05+00:00,request for payment 174783
Request For Payment APPROVED by ADMINISTRATION,2018-08-28 11:50:16+00:00,request for payment 174783
Request For Payment APPROVED by BUDGET OWNER,2018-08-28 11:57:05+00:00,request for payment 179379
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 11:57:49+00:00,request for payment 174398
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 11:58:29+00:00,request for payment 174423
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 12:02:14+00:00,request for payment 178911
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 12:05:38+00:00,request for payment 174788
Request For Payment APPROVED by ADMINISTRATION,2018-08-28 12:05:44+00:00,request for payment 174788
Request For Payment REJECTED by EMPLOYEE,2018-08-28 12:05:54+00:00,request for payment 180791
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 12:12:32+00:00,request for payment 180591
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 12:26:23+00:00,request for payment 179328
Request For Payment APPROVED by ADMINISTRATION,2018-08-28 12:26:37+00:00,request for payment 179328
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 12:37:13+00:00,request for payment 181206
Request For Payment APPROVED by ADMINISTRATION,2018-08-28 12:37:55+00:00,request for payment 181206
Request For Payment APPROVED by BUDGET OWNER,2018-08-28 12:41:14+00:00,request for payment 181206
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 12:42:59+00:00,request for payment 181212
Request For Payment APPROVED by ADMINISTRATION,2018-08-28 12:43:15+00:00,request for payment 181212
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 12:45:05+00:00,request for payment 174524
Request For Payment APPROVED by BUDGET OWNER,2018-08-28 12:46:46+00:00,request for payment 180814
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 12:47:31+00:00,request for payment 172994
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 12:48:23+00:00,request for payment 173126
Request For Payment REJECTED by ADMINISTRATION,2018-08-28 12:48:26+00:00,request for payment 173126
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-08-28 12:52:47+00:00,request for payment 174484
Request For Payment SAVED by EMPLOYEE,2018-08-28 12:58:03+00:00,request for payment 179334
_END_,2018-08-28 12:58:04+00:00,request for payment 179334
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 12:59:26+00:00,request for payment 179336
Request For Payment APPROVED by ADMINISTRATION,2018-08-28 13:00:34+00:00,request for payment 179336
Request Payment,2018-08-28 13:58:02+00:00,request for payment 179311
Request Payment,2018-08-28 14:09:03+00:00,request for payment 179432
Request For Payment SUBMITTED by EMPLOYEE,2018-08-28 14:58:50+00:00,request for payment 180791
